exercise_ssn,submission_id
00001-20605,167746182
00001-20606,165574410
00001-20606,165574419
00001-20606,165574420
00001-20606,165574423
00001-20606,165574434
00001-20606,165574435
00001-20606,165574442
00001-20606,165574447
00001-20606,165574448
00001-20606,165574454
00001-20606,165574457
00001-20608,165615576
00001-20609,165609180
00001-20609,165609188
00001-20609,165609190
00001-20610,165617013
00001-20611,165616964
00001-20611,165616969
00001-20612,165631358
00001-20612,165631364
00001-20613,165609206
00001-20614,166696694
00001-20615,166696619
00001-20615,166696631
00001-20616,166696661
00001-20616,166696664
00001-20616,166696666
00001-20617,166696797
00001-20617,166696813
00001-20618,166707698
00001-20619,166710318
00001-20619,166710336
00001-20619,166710346
00001-20619,166710359
00001-20619,166710379
00001-20619,166710391
00001-20620,166707787
00001-20620,166707799
00001-20621,166747591
00001-20621,166747606
00001-20622,166750096
00001-20622,166750148
00001-20622,166750157
00001-20624,165666104
00001-20624,165666144
00001-20624,165666179
00001-20624,165666197
00001-20625,165657157
00001-20625,165657183
00001-20625,165657195
00001-20643,166252290
00001-20643,166252297
00001-20643,166252303
00001-20644,166252396
00001-20645,166252414
00001-20646,166252455
00001-20647,166252508
00001-20648,166253236
00001-20648,166253246
00001-20649,166253299
00001-20649,166296824
00001-20649,166296827
00001-20649,166296840
00001-20649,166296844
00001-20649,166845878
00001-20649,166845879
00001-20651,166485387
00001-20651,166485457
00001-20652,166485910
00001-20652,166485923
00001-20652,166485936
00001-20652,166485941
00001-20652,166485946
00001-20652,166485965
00001-20652,166485975
00001-20652,166485986
00001-20652,166485993
00001-20652,166486001
00001-20652,166486019
00001-20652,166486025
00001-20652,166486047
00001-20652,166486063
00001-20652,166486074
00001-20652,166486082
00001-20652,166486105
00001-20652,166486116
00001-20654,166486189
00001-20654,166486202
00001-20654,166486226
00001-20654,166486238
00001-20654,166486262
00001-20654,166486318
00001-20654,166486347
00001-20654,166486357
00001-20654,166486385
00001-20654,166486451
00001-20654,166486475
00001-20654,166486488
00001-20655,166561524
00001-20655,166561529
00001-20655,166561531
00001-20655,166561534
00001-20656,166561568
00001-20660,167659357
00001-20660,167659373
00001-20660,167659399
00001-20660,167745908
00001-20660,167745954
00001-20660,167745988
00001-20661,166561637
00001-20661,166561642
00001-20665,165616201
00001-20665,165616207
00001-20666,165616248
00001-20666,165616261
00001-20666,165616274
00001-20667,165616297
00001-20667,165616318
00001-20667,165616325
00001-20668,165558185
00001-20668,165558214
00001-20668,165558232
00001-20668,165558257
00001-20668,165558262
00001-20668,165558277
00001-20668,165558291
00001-20668,165558306
00001-20668,165558323
00001-20668,165558335
00001-20668,165558340
00001-20668,165558346
00001-20668,165558361
00001-20668,165558365
00001-20668,165558373
00001-20668,165558380
00001-20668,165558396
00001-20668,165558404
00001-20669,165558462
00001-20669,165558471
00001-20669,165558482
00001-20669,165558485
00001-20669,166839901
00001-20669,166839907
00001-20670,165558525
00001-20670,165558584
00001-20670,165558630
00001-20670,165558634
00001-20670,165558687
00001-20670,165558706
00001-20670,165558748
00001-20670,165558763
00001-20670,165558956
00001-20670,165559031
00001-20670,165559037
00001-20670,165559049
00001-20670,165559091
00001-20670,165559098
00001-20671,165559222
00001-20673,165609660
00001-20673,165609679
00001-20673,165609688
00001-20673,165609702
00001-20673,165609718
00001-20673,165609732
00001-20679,167179777
00001-20679,167179827
00001-20679,167179852
00001-20679,167179859
00001-20717,167659012
00001-20717,167659037
00001-20717,167659067
00001-20717,167659074
00001-20717,167659122
00001-20717,167659155
00001-20718,166561652
00001-20718,166561659
00001-20718,166561691
00001-20718,166561700
00001-20756,165631414
00001-20756,165631430
00001-20756,165631434
00001-20756,165631452
00001-20756,165631461
00001-20756,165667721
00001-20756,165667735
00001-20756,165668880
00001-20756,165674106
00001-20756,165674194
00001-20756,165674270
00001-20756,165674323
00001-20756,165707578
00001-20756,165712087
00001-20757,165567947
00001-20757,165568025
00001-20757,165568032
00001-20757,165568042
00001-20757,165574113
00001-20757,165602567
00001-20757,166840047
00001-20757,166840055
00001-20757,166840067
00001-20757,166840069
00001-20758,165422999
00001-20758,165423004
00001-20758,165423010
00001-20758,165423017
00001-20758,165423027
00001-20758,165423033
00001-20758,165423043
00001-20758,165423046
00001-20758,165423057
00001-20758,165423082
00001-20758,165423086
00001-20758,166839595
00001-20758,166839612
00001-20758,166839617
00001-20758,166839624
00001-20758,166839628
00001-20758,166839631
00001-20758,166839652
00001-20758,166839660
00001-20768,165666250
00001-20768,165666277
00001-20768,165666301
00001-20768,165674425
00001-20768,165674479
00001-20768,165674505
00001-20768,165674518
00001-20768,165674532
00001-20768,165674548
00001-20768,165674604
00001-20768,165681761
00001-20769,165559262
00001-20769,165559284
00001-20769,165559296
00001-20769,165559323
00001-20769,165559353
00001-20769,165559388
00001-20769,165559425
00001-20787,166718312
00001-20787,166718459
00001-20787,166718476
00001-20787,167832691
00001-20807,165564461
00001-20807,165564474
00001-20808,165564482
00001-20809,165564486
00001-20810,165780792
00001-20810,165780794
00001-20812,165564509
00001-20813,165564519
00001-20813,165564522
00001-20814,165564541
00001-20814,165564546
00001-20815,165567870
00001-20815,165567884
00001-20815,165567896
00001-20816,165567915
00001-20817,165567926
00001-20818,165742324
00001-20818,165742358
00001-20818,167722192
00001-20818,167722219
00001-20818,167722226
00001-20818,167722236
00001-20818,167722239
00001-20818,167722271
00001-20818,167722286
00001-20818,167722294
00001-20818,167722303
00001-20818,167722310
00001-20818,167758491
00001-20818,167758494
00001-20818,167758502
00001-20818,167758508
00001-20818,167758529
00001-20818,167758538
00001-20818,167758548
00001-20818,167758562
00001-20818,167758570
00001-20819,165742302
00001-20819,165742311
00001-20820,165568052
00001-20820,165568058
00001-20821,165568069
00001-20822,165780750
00001-20822,165780767
00001-20828,165780822
00001-20828,165780829
00001-20840,166561776
00001-20840,166561781
00001-20840,166561783
00001-20840,166561786
00001-20840,166561787
00001-20840,166561806
00001-20840,166582557
00001-20840,166582585
00001-20840,166582595
00001-20841,166582643
00001-20841,166582656
00001-20841,166582690
00001-20841,166582698
00001-20841,166582724
00001-20841,166582729
00001-20841,166582758
00001-20841,166582802
00001-20841,166582816
00001-20841,167746012
00001-20841,167746032
00001-20841,167746067
00001-20841,167747895
00001-20841,167747904
00001-20842,167747844
00001-20842,167747866
00001-20843,167997977
00001-20847,165568411
00001-20847,165568419
00001-20847,165568420
00001-20847,165568427
00001-20848,165568302
00001-20848,165568309
00001-20848,165568312
00001-20848,165568324
00001-20848,165568328
00001-20848,166840116
00001-20848,166840122
00001-20848,166840125
00001-20871,165780934
00001-20871,165780938
00001-20871,165780944
00001-20872,165780804
00001-20872,165780808
00001-20873,165781097
00001-20873,165781116
00001-20874,167722801
00001-20874,167722808
00001-20875,165829438
00001-20875,165829442
00001-20875,165829443
00001-20875,165829446
00001-20875,165829448
00001-20875,165829449
00001-20876,167722524
00001-20876,167722536
00001-20877,167722552
00001-20878,167722566
00001-20878,167722572
00001-20879,167659515
00001-20879,167722912
00001-20880,167722746
00001-20880,167722783
00001-20880,167722790
00001-20881,167758810
00001-20881,167758819
00001-20881,167758823
00001-20881,167758829
00001-20881,167758836
00001-20881,167758838
00001-20889,165609149
00001-20889,165609157
00001-20890,166746734
00001-20890,166746769
00001-20890,166746787
00001-20891,166746802
00001-20891,166746809
00001-20892,166746815
00001-20892,166746833
00001-20893,166746862
00001-20893,166746907
00001-20893,166746930
00001-20893,166746990
00001-20893,166747033
00001-20893,166747047
00001-20894,166747070
00001-20894,166747076
00001-20894,166747082
00001-20894,166747092
00001-20895,165655156
00001-20895,165655168
00001-20895,165655199
00001-20895,165655205
00001-20895,165655212
00001-20895,165655228
00001-20895,165655249
00001-20895,165655264
00001-20895,165655281
00001-20895,165655305
00001-20895,165655617
00001-20896,165655343
00001-20896,165655348
00001-20896,165655375
00001-20896,165655388
00001-20896,165655404
00001-20896,165655424
00001-20896,165655606
00001-20897,165655650
00001-20897,165655697
00001-20897,165655722
00001-20897,165655733
00001-20897,165655752
00001-20897,165667748
00001-20897,165667757
00001-20897,165668887
00001-20897,165668907
00001-20897,165669109
00001-20898,165669181
00001-20898,165669189
00001-20899,165655784
00001-20899,165655881
00001-20899,165655899
00001-20899,165655918
00001-20899,165656200
00001-20901,165655951
00001-20901,165656385
00001-20901,165656515
00001-20901,165656526
00001-20901,165673348
00001-20901,165673580
00001-20920,165656652
00001-20920,165656661
00001-20920,165656685
00001-20920,165656705
00001-20920,165656713
00001-20920,165656728
00001-20920,165656741
00001-20920,165656751
00001-20920,165656779
00001-20920,165656791
00001-20920,165656798
00001-20920,165656916
00001-20920,165656931
00001-20920,165710333
00001-20920,165710367
00001-20920,165710715
00001-20921,165616082
00001-20921,165616091
00001-20922,165615944
00001-20922,165615978
00001-20923,165666379
00001-20923,165666461
00001-20923,165666534
00001-20923,165667425
00001-20923,165667464
00001-20923,165667488
00001-20923,165667507
00001-20923,165667523
00001-20923,165667530
00001-20923,165667588
00001-20923,165667624
00001-20923,165667649
00001-20923,165667681
00001-20923,165667695
00001-20924,165668385
00001-20924,165668512
00001-20924,165668609
00001-20924,165668624
00001-20924,165668642
00001-20924,165668674
00001-20924,165668685
00001-20924,165668703
00001-20924,165668716
00001-20924,165668729
00001-20924,165669234
00001-20924,165681762
00001-20924,165706848
00001-20927,166697773
00001-20927,166697784
00001-20927,166697787
00001-20927,166697812
00001-20927,166697860
00001-20927,166697869
00001-20927,166698202
00001-20927,166698209
00001-20927,166698216
00001-20927,166698218
00001-20927,166707460
00001-20927,166707473
00001-20928,166707499
00001-20928,166707549
00001-20928,166707561
00001-20929,166749812
00001-20929,166749909
00001-20929,166749981
00001-20932,166697046
00001-20932,166697063
00001-20933,166697256
00001-20933,166697262
00001-20933,166697269
00001-20933,166697317
00001-20933,166697365
00001-20933,166697374
00001-20934,167781781
00001-20934,167781820
00001-20934,167781823
00001-20935,166697697
00001-20935,166697704
00001-20935,166697724
00001-20935,166697732
00001-20936,167781854
00001-20936,167781868
00001-20938,166710529
00001-20938,166710602
00001-20938,166710700
00001-20938,166718138
00001-20938,166718250
00001-20941,165654935
00001-20941,165654958
00001-20942,165655054
00001-20942,165655092
00001-20943,166696857
00001-20943,166696884
00001-20943,166696892
00001-20944,165631533
00001-20944,165631547
00001-20944,165631549
00001-20944,165631562
00001-20945,166697097
00001-20945,166697117
00001-20945,166697123
00001-20946,165654812
00001-20946,165654835
00001-20950,165564634
00001-20950,165564639
00001-20952,165780978
00001-20952,165780989
00001-20952,165781009
00001-20952,165781024
00001-20952,165781037
00001-20963,165568081
00001-20963,165568091
00001-20963,165568096
00001-20965,167774072
00001-20965,167774085
00001-20965,167774095
00001-20965,167774105
00001-20965,167774128
00001-20965,167774158
00001-20965,167774171
00001-20967,165598876
00001-20967,165598885
00001-20967,165598895
00001-20967,165598914
00001-20968,165598920
00001-20968,165598944
00001-20968,165598955
00001-20969,165589640
00001-20969,165589655
00001-20969,165589667
00001-20969,165589691
00001-20969,165589694
00001-20969,165589704
00001-20969,165589738
00001-20969,165589759
00001-20969,165589768
00001-20969,165589776
00001-20969,166853253
00001-20969,166853275
00001-20970,165602614
00001-20970,165602623
00001-20970,166860633
00001-20970,166860634
00001-20970,166860635
00001-20970,166860636
00001-20970,166860638
00001-20970,166860640
00001-20970,166860641
00001-20971,166860643
00001-20971,166860644
00001-20971,166860645
00001-20972,166860647
00001-20972,166860649
00001-20972,166860651
00001-20973,165308937
00001-20973,165309013
00001-20973,165309016
00001-20973,165309020
00001-20974,165567905
00001-20975,165564495
00001-20975,165564500
00001-20975,165564503
00001-20977,165574183
00001-20977,165574185
00001-20978,165574213
00001-20978,165574214
00001-20978,165574235
00001-20978,165574240
00001-20978,165574241
00001-20978,165574279
00001-20978,165574280
00001-20979,165574192
00001-20979,165574194
00001-20979,165574196
00001-20979,165574201
00001-20979,165574202
00001-20979,165574203
00001-20979,165574204
00001-20980,165574249
00001-20980,165574253
00001-20980,165574257
00001-20980,165574262
00001-20980,165574265
00001-20980,165574277
00001-20981,165412594
00001-20981,165412595
00001-20981,165412596
00001-20981,165412597
00001-20982,165380742
00001-20982,165380744
00001-20983,165412598
00001-20983,165412599
00001-20983,165422689
00001-20983,165422962
00001-20983,165422976
00001-20983,165422982
00001-20984,165412613
00001-20984,165423343
00001-20984,166839668
00001-20984,166839697
00001-20984,166839699
00001-20985,165423164
00001-20985,165423168
00001-20985,165423195
00001-20986,165423228
00001-20987,165412610
00001-20987,165412611
00001-20987,165412612
00001-20988,165380876
00001-20988,165380879
00001-20990,165380897
00001-20990,165380898
00001-20991,165574321
00001-20991,165574324
00001-20991,165574326
00001-20991,165574331
00001-20991,165574334
00001-20991,165574337
00001-20991,165574339
00001-20991,165574341
00001-20992,165380850
00001-20992,165380851
00001-20992,165380852
00001-20992,165380856
00001-20992,165380858
00001-20992,165380862
00001-21010,165574477
00001-21010,165574479
00001-21011,165574480
00001-21011,165574481
00001-21012,165574482
00001-21012,165574484
00001-21012,165574486
00001-21012,165574487
00001-21013,165574488
00001-21013,165574489
00001-21013,165574490
00001-21013,165574491
00001-21015,166252864
00001-21015,166252889
00001-21015,166252949
00001-21015,166252988
00001-21015,166253007
00001-21015,166253022
00001-21015,166253032
00001-21016,166253153
00001-21016,166253160
00001-21134,166250394
00001-21136,166250433
00001-21140,166250495
00001-21140,166250512
00001-21142,166250591
00001-21144,166250657
00001-21146,166250699
00001-21148,166250762
00001-21150,166250835
00001-21150,166250847
00001-21150,166251036
00001-21150,166251077
00001-21150,166251661
00001-21150,166251672
00001-21150,166251679
00001-21150,166251690
00001-21150,166251939
00001-21150,166252025
00001-21152,166251144
00001-21152,166252083
00001-21152,166252094
00001-21152,166252110
00001-21152,166252137
00001-21152,166252176
00001-21153,166845892
00001-21153,166845893
00001-21153,166845896
00001-21154,166841543
00001-21154,166841550
00001-21154,166841555
00001-21154,166841563
00001-21154,166841568
00001-21154,166841580
00001-21154,166845859
00001-21154,166845898
00001-21154,166845900
00001-21191,167317298
00001-21191,167317307
00001-21208,165599083
00001-21208,165599093
00001-21209,167516819
00001-21209,167516851
00001-21209,167516857
00001-21209,167516861
00001-21209,167516988
00001-21209,167516993
00001-21209,167516998
00001-21209,167517009
00001-21209,167521714
00001-21209,167522200
00001-21209,167568483
00001-21209,167568488
00001-60053,165308833
00001-60053,165308834
00001-60053,165308835
00001-60055,165308855
00001-60055,165308856
00001-60094,165557952
00001-60098,165346063
00001-60098,165346064
00001-60098,165346065
00001-60098,165346066
00001-60102,165324153
00001-60102,165324219
00001-60102,165324225
00001-60102,165324227
00001-60102,165324302
00001-60106,165380358
00001-60106,165380359
00001-60106,165380360
00001-60106,165380361
00001-60106,165380363
00001-60108,165380364
00001-60110,165380365
00001-60110,165380366
00001-60110,165380367
00001-60114,165549401
00001-60122,165380370
00001-60122,165380372
00001-60125,165557961
00001-60125,165557963
00001-60125,165557967
00001-60125,165557970
00001-60126,165557978
00001-60127,165558039
00001-60136,165289736
00001-60137,165298330
00001-60137,165298331
00001-60138,165298324
00001-60138,165298325
00001-60154,165549217
00001-60154,165549218
00001-60159,165309049
00001-60163,165308877
00001-60166,165298307
00001-60167,165298316
00001-60169,165571925
00001-60170,165574038
00001-60171,165289767
00001-60171,165289785
00001-60171,165289786
00001-60171,165289788
00001-60171,165289789
00001-60172,165290073
00001-60173,165289817
00001-60173,165289818
00001-60174,165290069
00001-60175,165298322
00001-60176,165308864
00001-60176,165308871
00001-60177,165308860
00001-60179,165308831
00001-60179,165308832
00001-60180,165308836
00001-60180,165308837
00001-60180,165308838
00001-60181,165309041
00001-60181,165309042
00001-60181,165309044
00001-60181,165309045
00001-60183,165574047
00001-60183,165574049
00001-60183,165600470
00001-60183,165600473
00001-85016,165380373
00001-85016,165380374
317682-00024,165380996
317682-00024,165381003
317682-00024,165381010
317682-00024,165381019
317682-00358,165380992
317682-00361,165381034
317682-00361,165381037
317682-00362,165381045
317682-00362,165381048
317682-00362,165381051
317682-00362,165381060
317682-00362,165381067
317682-00362,165381089
317682-00362,165381091
317682-00363,165412608
317682-00363,165412609
317682-00363,165412615
317682-00363,165412617
317682-00363,165422753
317682-00363,165422762
317682-00363,165422795
317682-00363,165423305
317682-00473,165602884
317682-00473,165602900
317682-00473,165602931
317682-00473,166860752
317682-00473,166860758
317682-00473,166860764
317682-00473,166860767
317682-00473,166860778
317682-00473,166860783
317682-00473,166860786
317682-00484,165710940
317682-00484,165710985
317682-00484,165711983
317682-00485,166741715
317682-00485,166741730
317682-00486,165711953
317682-00488,167804777
317682-00490,165707973
317682-00495,165707226
317682-00495,165707230
317682-00495,165707299
317682-00495,165707329
317682-00597,164900931
317682-00597,164900932
317682-00597,164900933
317682-00597,164901105
317682-00598,164900934
317682-00598,164900935
317682-00598,164901106
317682-00599,164900936
317682-00599,164900937
317682-00599,164901108
317682-00600,164900938
317682-00600,164901107
317682-00601,164900944
317682-00601,164901109
317682-00602,164900952
317682-00602,164900953
317682-00602,164901110
317682-00603,164900949
317682-00603,164900950
317682-00603,164901112
317682-00605,164900958
317682-00605,164901115
317682-00606,164900981
317682-00606,164901117
00001-20503,165304160
00001-20503,165304162
00001-20504,165304294
00001-20504,165304299
00001-20504,165304302
00001-20504,165304304
00001-20504,165304332
00001-20504,165308485
00001-20504,165308491
00001-20504,165308492
00001-20504,165308498
00001-20504,165308500
00001-20504,165308501
00001-20504,165308502
00001-20504,165308503
00001-20504,165308507
00001-20504,165308508
00001-20504,165308512
00001-20504,165308515
00001-20504,165308643
00001-20504,165308657
00001-20504,165308659
00001-20504,165308665
00001-20504,165308666
00001-20504,165308669
00001-20505,165304166
00001-20506,165304174
00001-20506,165304197
00001-20506,165304199
00001-20506,165304206
00001-20506,165304208
00001-20506,165304219
00001-20506,165304223
00001-20506,165308671
00001-20507,165505722
00001-20507,165505728
00001-20508,165505735
00001-20509,165506029
00001-20509,165506043
00001-20509,165506049
00001-20509,165506054
00001-20509,165506057
00001-20510,165392295
00001-20510,165392296
00001-20511,165392303
00001-20511,165392304
00001-20512,165392466
00001-20512,165392468
00001-20512,165392469
00001-20512,165392470
00001-20512,165392471
00001-20512,165392474
00001-20512,165392476
00001-20513,165392487
00001-20514,165392490
00001-20514,165392492
00001-20515,165303720
00001-20519,165380196
00001-20519,165380197
00001-20522,165410742
00001-20522,165410755
00001-20522,165410763
00001-20523,165410798
00001-20523,165410801
00001-20523,165410805
00001-20524,165392266
00001-20524,165392267
00001-20524,165392269
00001-20525,165392278
00001-20525,165392298
00001-20527,165392273
00001-20527,165392274
00001-20528,165392478
00001-20528,165392480
00001-20528,165392481
00001-20529,165392643
00001-20529,165392644
00001-20530,165392645
00001-20531,165392646
00001-20531,165392647
00001-20532,165392648
00001-20533,165392650
00001-20534,165392651
00001-20534,165392652
00001-20535,165409486
00001-20536,165411198
00001-20536,165411204
00001-20536,165411209
00001-20537,165411214
00001-20537,165411223
00001-20538,165380188
00001-20538,165380190
00001-20538,165380192
00001-20539,165380193
00001-20540,165380194
00001-20540,165380195
00001-20541,165392290
00001-20541,165392292
00001-20542,165392293
00001-20543,165392484
00001-20543,165392485
00001-20544,165392657
00001-20545,165392660
00001-20546,165392661
00001-20546,165392662
00001-20546,165392664
00001-20547,165392665
00001-20548,165392666
00001-20548,165392667
00001-20549,165574303
00001-20549,165574305
00001-20550,165574306
00001-20551,165574310
00001-20551,165574312
00001-20551,165574313
00001-20552,165629823
00001-20552,165629826
00001-20553,165629830
00001-20554,166792750
00001-20554,166792761
00001-20554,166792766
00001-20554,166792774
00001-20555,165629834
00001-20556,165629836
00001-20557,165629839
00001-20558,165629842
00001-20559,165629850
00001-20560,165629852
00001-20561,165629926
00001-20561,165629943
00001-20561,165629945
00001-20561,165629949
00001-20561,165629952
00001-20561,165629954
00001-20562,165629958
00001-20562,165629960
00001-20563,165629970
00001-20563,165629971
00001-20563,165629972
00001-20564,165629974
00001-20564,165629975
00001-20565,165629994
00001-20566,165473758
00001-20567,165473762
00001-20568,165473764
00001-20571,165473767
00001-20571,165473768
00001-20572,165412543
00001-20572,165412544
00001-20572,165412545
00001-20572,165412546
00001-20573,166389410
00001-20574,166389422
00001-20575,166389428
00001-20576,166389442
00001-20590,167278185
00001-20590,167278189
00001-20590,167278192
00001-20590,167278219
00001-20590,167278235
00001-20590,167278239
00001-20590,167313707
00001-20590,167313713
00001-20590,167313717
00001-20590,167313722
00001-20590,167313750
00001-20590,167313766
00001-20590,167313773
00001-20590,167313806
00001-20590,167313807
00001-20590,167313814
00001-20590,167313832
00001-20591,165392585
00001-20591,165392586
00001-20592,165392587
00001-20592,165392588
00001-20592,165392590
00001-20592,165392618
00001-20592,165392621
00001-20592,165392622
00001-20592,165392623
00001-20592,165392624
00001-20592,165392626
00001-20592,165392630
00001-20593,165502268
00001-20593,165502273
00001-20593,165502277
00001-20594,165544614
00001-20594,165544624
00001-20594,165544625
00001-20595,165544635
00001-20595,165544641
00001-20596,165544695
00001-20597,165544700
00001-20598,165829343
00001-20598,165829344
00001-20598,165829345
00001-20599,165829347
00001-20599,165829348
00001-20599,165829360
00001-20599,165829362
00001-20599,165829363
00001-20599,165829366
00001-20599,165829367
00001-20599,165829368
00001-20599,165829369
00001-20600,165829370
00001-20600,165829371
00001-20601,165829372
00001-20601,165829373
00001-20601,165829375
00001-20601,165837112
00001-20601,165837122
00001-20601,165837129
00001-20601,165837138
00001-20602,165837501
00001-20602,165837503
00001-20602,165841768
00001-20602,165841794
00001-20602,165842340
00001-20602,165842359
00001-20602,165842624
00001-20602,165842641
00001-20606,165506819
00001-20606,165506828
00001-20606,165506829
00001-20606,165506830
00001-20606,165506833
00001-20606,165506836
00001-20606,165506837
00001-20606,165506838
00001-20606,165506839
00001-20608,165629821
00001-20609,165574329
00001-20609,165574330
00001-20609,165574332
00001-20609,165574345
00001-20609,165574348
00001-20609,165629737
00001-20609,165629742
00001-20609,165629745
00001-20609,165629746
00001-20610,165629968
00001-20611,165629967
00001-20612,165629998
00001-20612,165630002
00001-20613,165629749
00001-20613,165629751
00001-20613,165629752
00001-20614,166765771
00001-20615,166765673
00001-20615,166765699
00001-20615,166765703
00001-20615,166765709
00001-20615,166765725
00001-20616,166765736
00001-20616,166765742
00001-20616,166765746
00001-20616,166765750
00001-20617,166765796
00001-20617,166765797
00001-20618,166766306
00001-20618,166766309
00001-20624,165630171
00001-20624,165630172
00001-20625,165630148
00001-20625,165630149
00001-20625,165630151
00001-20625,165630152
00001-20625,165630153
00001-20625,165630154
00001-20625,165630156
00001-20625,165630157
00001-20625,165630158
00001-20625,165630160
00001-20643,166389393
00001-20643,166389398
00001-20644,166389455
00001-20645,166389465
00001-20646,166389485
00001-20651,166492767
00001-20651,166492781
00001-20651,166492791
00001-20652,166495641
00001-20652,166495645
00001-20652,166495652
00001-20652,166495659
00001-20652,166495664
00001-20652,166495676
00001-20652,166495698
00001-20652,166498384
00001-20652,166498433
00001-20652,166498443
00001-20652,166498448
00001-20654,166498704
00001-20655,166505370
00001-20655,166505373
00001-20656,166505383
00001-20660,166520001
00001-20660,166520134
00001-20660,166520281
00001-20660,166520312
00001-20660,166520338
00001-20660,166520361
00001-20660,166520385
00001-20660,166520406
00001-20661,166519521
00001-20661,166519566
00001-20661,166519586
00001-20661,166519591
00001-20661,166519632
00001-20661,166519643
00001-20661,166519855
00001-20661,166519859
00001-20661,166519864
00001-20661,166519882
00001-20661,166519888
00001-20665,165629889
00001-20665,165629891
00001-20666,165629894
00001-20666,165629896
00001-20667,165629900
00001-20667,165629902
00001-20668,165506478
00001-20668,165506481
00001-20668,165506484
00001-20668,165506486
00001-20669,165573913
00001-20669,165573914
00001-20669,165573915
00001-20669,165573916
00001-20669,165573917
00001-20670,165506487
00001-20670,165506489
00001-20670,165506490
00001-20670,165506491
00001-20670,165506493
00001-20670,165506495
00001-20670,165506502
00001-20670,165506504
00001-20670,165506506
00001-20670,165506515
00001-20670,165506548
00001-20670,165506549
00001-20670,165506551
00001-20670,165506553
00001-20670,165506560
00001-20670,165506567
00001-20670,165506569
00001-20671,165506570
00001-20671,165506573
00001-20671,165506585
00001-20673,165629786
00001-20673,165629790
00001-20673,165629792
00001-20717,166505451
00001-20717,166505453
00001-20717,166505455
00001-20717,166519397
00001-20717,166519425
00001-20718,166520476
00001-20756,165630008
00001-20756,165680629
00001-20756,165680632
00001-20756,165680665
00001-20756,167580597
00001-20757,165547187
00001-20757,165547191
00001-20757,165547196
00001-20757,165547200
00001-20757,165547206
00001-20758,165412547
00001-20758,165412548
00001-20758,165412549
00001-20758,165412550
00001-20758,165412557
00001-20758,165412558
00001-20758,165909698
00001-20758,165909717
00001-20758,165909723
00001-20758,165909758
00001-20758,165909784
00001-20758,165909795
00001-20758,165909803
00001-20758,165909813
00001-20758,165909821
00001-20758,165910120
00001-20758,165910123
00001-20758,165910159
00001-20758,165910173
00001-20758,165910278
00001-20758,165910313
00001-20768,165630175
00001-20768,165630176
00001-20768,165630181
00001-20768,165630182
00001-20768,165630183
00001-20768,165630184
00001-20768,165630185
00001-20768,165630186
00001-20768,165630187
00001-20768,165630252
00001-20768,165630253
00001-20768,165630254
00001-20768,165630255
00001-20768,165630256
00001-20768,165680474
00001-20769,165573918
00001-20769,165573919
00001-20769,165573920
00001-20769,165573921
00001-20769,165573922
00001-20769,167560939
00001-20807,165547122
00001-20808,165547123
00001-20809,165547127
00001-20809,165547128
00001-20809,165547130
00001-20809,165547132
00001-20810,165836832
00001-20810,165836849
00001-20810,165836851
00001-20812,165547142
00001-20813,165547144
00001-20814,165547150
00001-20814,165547151
00001-20815,165547169
00001-20816,165547176
00001-20816,165547177
00001-20817,165547180
00001-20818,165794499
00001-20818,165837057
00001-20819,165794497
00001-20819,165794498
00001-20820,165547219
00001-20820,165547223
00001-20820,165547226
00001-20820,165547227
00001-20820,165547233
00001-20821,165547235
00001-20821,165547236
00001-20822,165794500
00001-20828,165794502
00001-20840,166520562
00001-20840,166520608
00001-20840,166520615
00001-20840,166520623
00001-20840,166520638
00001-20841,166520693
00001-20841,166558241
00001-20841,166558335
00001-20841,166558336
00001-20841,166558362
00001-20841,166558367
00001-20841,166558371
00001-20841,166558378
00001-20841,166558384
00001-20841,166558407
00001-20841,166558412
00001-20841,166558435
00001-20841,166558437
00001-20841,166558448
00001-20841,166558452
00001-20841,166558475
00001-20841,166576343
00001-20841,166576925
00001-20841,166576935
00001-20841,166577999
00001-20842,166576455
00001-20842,166576532
00001-20843,166578309
00001-20843,166583270
00001-20847,165573238
00001-20847,165573241
00001-20847,165573242
00001-20847,165573246
00001-20847,165573254
00001-20847,165573256
00001-20847,165573259
00001-20847,165573266
00001-20847,165573269
00001-20847,165573273
00001-20848,165573281
00001-20848,165573287
00001-20848,165573293
00001-20848,165573298
00001-20848,165573305
00001-20848,165573329
00001-20848,165573332
00001-20871,165794503
00001-20871,165794504
00001-20871,165794505
00001-20871,165794506
00001-20871,165794508
00001-20871,165794509
00001-20872,165794501
00001-20873,165794513
00001-20874,165794280
00001-20874,165794291
00001-20874,165794514
00001-20874,165794515
00001-20875,165756536
00001-20875,165756545
00001-20875,165756547
00001-20875,165756548
00001-20875,165756549
00001-20875,165756551
00001-20876,165756591
00001-20876,165756605
00001-20876,165756607
00001-20877,165756609
00001-20877,165756610
00001-20878,165756612
00001-20878,165756613
00001-20879,165756630
00001-20879,165756631
00001-20880,165756632
00001-20880,165756635
00001-20880,165756637
00001-20880,165756639
00001-20880,165756640
00001-20880,165756642
00001-20880,165794285
00001-20880,165794287
00001-20880,165794288
00001-20880,165794516
00001-20881,167580633
00001-20883,165854837
00001-20884,165843684
00001-20884,165843692
00001-20884,165843707
00001-20884,165843727
00001-20884,165843732
00001-20884,165843757
00001-20884,165843762
00001-20884,165843791
00001-20884,165843799
00001-20884,165854831
